1.8,-1.917,-1.813,-1.17,-1.832,-1.123,0.418,2.857,2.687,2.459,2.559,1.411
1.764,-1.47,-1.259,-1.233,-1.409,-1.216,-0.379,-0.334,2.532,2.337,2.975,0.391
-2.711,-1.419,-1.353,-0.844,-1.197,-1.8,0.066,3.041,2.58,2.517,2.371,2.385
-1.105,-1.052,0.704,-1.646,-1.213,-1.956,1.601,1.223,2.455,-0.682,2.408,1.796
-1.878,1.283,-1.436,-1.076,-1.653,-1.315,-0.743,2.867,-0.278,2.909,2.526,2.166
-1.136,2.072,-1.314,-2.2,-1.978,-2.161,1.548,2.853,0.466,2.421,1.367,2.579
0.774,-2.248,-1.348,-2.113,-1.229,-1.449,0.503,2.565,2.05,1.645,1.111,1.24
1.962,-1.008,-2.282,-1.173,-1.594,-1.968,0.131,-2.33,2.256,1.212,2.575,2.517
-1.415,-3.001,-1.271,-1.394,-1.266,-1.811,0.097,-0.195,2.768,2.549,1.255,1.801
-1.43,1.879,-1.202,-1.629,-1.052,-1.517,-0.705,-0.969,-2.792,2.483,1.505,1.77
2.109,-1.272,-2.424,-1.414,-1.053,-2.307,0.458,-3.024,2.549,2.819,-0.461,2.531
1.698,-2.398,-1.341,-1.118,-1.139,-1.378,-0.075,-1.956,2.855,2.538,-1.504,2.494
-0.866,-1.376,-1.014,-1.371,-1.13,-1.166,2.848,-0.589,-0.219,2.175,2.693,2.407
-1.294,-1.78,-2.282,-0.962,0.02,-2.406,-2.814,-1.146,2.646,2.336,-0.501,1.268
-0.953,0.642,-1.017,-2.004,0.916,-1.067,-1.546,-0.518,0.039,2.654,0.337,0.878
-0.945,-1.833,-1.197,-1.325,-0.974,-1.486,-0.457,-0.8,0.298,2.595,2.767,2.913
2.838,-1.612,-1.409,-0.918,-1.433,-1.413,2.395,1.397,1.533,3.115,2.408,2.661
-1.295,-1.414,-1.363,-1.282,-1.234,-2.815,2.58,0.008,1.952,2.984,3.117,2.054
-1.067,1.082,-1.398,2.347,-0.932,-1.344,2.382,-0.777,2.56,2.564,-2.638,2.918
-0.903,-1.214,-1.029,-1.38,1.334,-2.232,-1.315,-0.566,-0.786,2.572,2.476,-0.696
-1.327,-1.204,-1.211,-1.036,-1.461,3.099,1.986,-0.849,0.868,-0.382,2.859,-0.435
-1.345,-2.421,-0.921,-1.266,-1.3,-1.259,0.316,-0.874,2.056,-0.951,2.17,-0.864
-1.218,-1.681,-1.049,-2.55,-2.29,-2.746,2.526,-1.304,2.601,-0.745,2.774,2.442
0.723,-1.222,-1.459,-2.003,-1.6,-1.315,0.73,0.936,2.401,1.703,0.064,2.779
-0.816,-1.347,-1.566,-1.335,-1.309,-1.158,1.481,2.54,2.216,1.028,2.717,1.232
-1.848,-1.219,-1.719,-2.266,-1.981,-1.141,-0.274,2.266,2.059,1.874,2.476,2.845
-1.181,-0.97,1.937,-1.364,-1.38,1.734,2.684,2.264,2.461,-0.339,2.401,2.674
1.067,-2.603,-1.217,-1.316,-1.361,-1.175,0.543,1.489,2.545,2.653,2.479,2.306
0.563,-1.605,-1.03,2.18,-1.38,-2.098,2.287,1.4,2.311,2.572,-0.289,2.662
1.155,-1.262,-2.344,-1.024,1.296,-0.905,2.899,-0.787,2.837,2.013,1.675,-2.773
0.989,-2.937,-1.726,1.367,-1.898,-1.059,2.782,-0.705,2.658,1.602,0.082,2.492
-1.339,-1.166,-1.194,-2.159,-1.096,-2.493,2.332,-0.545,2.523,1.746,2.813,2.366
-1.983,-0.958,-1.348,-2.644,-1.233,-2.037,2.733,-0.662,2.299,1.525,2.641,2.258
1.076,-1.457,-1.852,-1.572,-1.017,-2.222,2.844,-1.758,1.816,-0.596,2.468,3.02
-1.371,-1.607,-1.771,-0.749,-1.49,-1.415,-0.376,2.585,2.504,-1.03,0.09,1.971
-1.766,-0.971,1.097,3.111,-2.464,-1.501,-0.728,2.397,2.35,2.348,1.701,-2.099
-2.086,1.586,-1.263,-1.211,-0.073,-1.934,1.168,-0.688,-0.079,-0.566,-0.742,2.987
-1.355,-2.923,-0.519,-1.203,1.103,-2.223,-0.771,0.512,2.7,1.383,2.813,2.531
0.812,-3.106,-0.673,-1.081,-1.783,-1.187,-0.895,-0.704,2.532,-0.53,-0.18,2.656
-1.278,-2.622,-1.09,-1.736,-1.15,-2.378,2.259,0.836,2.474,-0.439,-0.574,2.547
-1.787,-3.107,-1.094,-1.246,-1.708,-1.425,-1.104,1.25,2.966,-0.264,-0.477,2.816
-1.249,-1.121,-1.381,-1.199,-2.621,-1.933,2.713,-0.512,2.666,-0.343,0.366,2.683
-0.99,-1.924,-1.263,-1.007,-1.21,-1.471,-0.183,-0.34,2.576,-0.631,-0.591,3.063
1.007,-1.416,-1.158,-1.254,-1.859,-1.748,0.033,-0.65,2.533,-0.604,0.556,2.164
0.991,-1.217,-2.688,-1.216,-1.295,-3.03,-0.577,-0.792,2.707,1.503,-0.078,2.218
0.91,-1.99,-1.019,-1.357,-1.506,-1.367,-1.21,0.215,2.394,2.511,-0.433,-0.097
0.948,-1.094,-1.052,-1.422,-1.271,-1.981,-0.576,-0.81,2.065,2.87,0.405,2.389
0.982,-2.37,-2.176,-2.902,-1.701,-1.465,-0.464,1.642,2.287,1.667,2.329,3.087
0.944,-1.063,-1.491,-1.958,1.152,-1.254,0.201,2.636,2.644,2.631,-0.836,-0.911
-1.539,-1.156,1.844,-1.145,1.231,-2.669,0.266,2.338,-0.147,2.803,-0.714,-0.631
-2.332,-1.129,-2.591,-0.983,0.97,-1.326,1.757,2.485,2.022,2.863,-0.521,1.005
-2.371,-0.945,-1.553,-1.932,1.357,-1.535,0.421,2.627,2.256,1.846,-0.43,-0.541
2.073,-1.052,-1.182,-1.305,0.862,-0.953,2.269,-0.079,2.763,0.355,-0.457,1.06
-1.704,-2.427,-1.05,-1.32,1.225,-1.283,3.08,2.799,2.675,2.503,-0.13,-0.543
-2.383,-1.254,-1.187,-1.069,1.88,-1.188,2.443,1.055,2.212,1.508,1.942,-1.129
1.853,-1.548,-1.246,-2.039,-1.047,-1.108,-3.048,-2.442,2.243,2.342,2.546,1.871
-1.87,-1.31,-1.253,-1.182,-0.398,-2.244,0.616,0.557,2.382,2.487,2.54,-2.178
-2.302,-2.372,-1.823,2.226,-1.171,-1.543,-3.107,-0.647,1.785,3.078,-2.718,2.358
1.222,-0.229,-1.287,-1.91,-1.143,-0.952,-0.452,-0.519,-3.081,2.527,2.053,-0.582
-1.675,2.171,-1.385,-1.244,-1.314,-2.289,-0.467,-1.85,1.613,2.387,2.449,-0.119
-1.152,-1.047,-1.711,-1.247,-2.3,-2.306,-0.386,2.152,2.454,2.446,2.164,-0.666
-2.187,-1.291,-0.934,-1.806,-1.495,-2.659,-0.08,2.876,2.481,1.687,2.823,2.932
-1.318,-2.428,-1.476,-1.977,-1.88,-3.035,-0.763,2.425,1.969,2.232,0.308,3.011
-2.804,-2.165,-1.653,3.025,1.021,-1.139,0.224,3.049,2.586,2.242,0.074,-0.398
-1.144,-1.204,-2.133,1.899,1.091,1.382,-0.196,2.423,1.773,0.193,-2.388,-1.077
-1.525,-1.384,-1.976,-1.161,1.196,-1.28,-0.505,2.256,2.356,2.478,2.43,2.03
-0.886,-1.277,-1.393,-3.061,1.03,-2.056,-0.352,2.063,1.965,2.751,2.082,1.036
-1.427,-1.145,-1.274,-1.221,1.018,-2.059,-0.571,2.456,2.672,2.387,2.355,-1.368
-1.202,-1.195,-2.001,-2.04,1.011,-2.745,0.324,2.452,2.77,2.059,2.15,-0.435
-1.985,-1.446,-1.297,-1.912,0.759,-1.324,-0.005,2.669,2.983,2.237,3.002,-1.204
-1.272,-1.188,-2.545,-1.229,0.961,-2.792,-0.395,2.83,2.839,2.761,-3.119,-0.602
-1.25,-2.337,-1.217,-1.228,1.335,-1.896,0.472,1.983,2.667,2.605,2.417,-1.191
-1.31,-1.663,-1.626,-1.127,1.197,-1.651,2.637,2.97,2.333,2.877,2.531,-1.043
-1.322,-1.571,-1.428,-0.891,1.395,0.877,1.819,2.303,1.875,2.764,1.797,-0.342
-1.243,-1.235,-1.58,-0.864,1.025,0.668,2.915,-3.12,2.72,-2.872,2.366,0.341
-2.391,-1.445,-1.964,-1.124,1.372,-1.528,-0.544,2.374,1.972,2.336,2.472,2
-0.916,-1.079,-2.076,-0.859,1.007,-1.531,-0.044,2.808,2.031,-2.582,2.552,-0.444
-1.12,-1.42,-1.246,-2.699,0.859,-2.48,-0.463,1.663,2.017,0.813,2.962,-0.715
-1.062,-1.588,-1.129,-1.153,1.358,-2.317,-0.231,2.274,2.65,-0.769,2.662,-0.862
-2.778,-1.012,-1.449,-2.403,1.132,-1.345,0.141,2.452,2.084,0.338,2.591,2.571
-1.231,-1.382,-2.33,-2.277,1.224,-1.994,2.385,2.428,2.426,-0.621,2.811,-0.779
-0.974,-1.282,-1.877,-1.234,1.14,-2.379,3.026,-0.554,2.581,-0.623,2.333,-0.93
-0.993,-0.743,-1.722,-1.211,0.959,-2.461,1.995,-0.734,2.129,-0.523,1.504,1.196
-1.164,0.205,-1.357,-1.174,1.28,-1.796,2.695,-1.884,2.417,-0.656,1.73,-0.287
-1.131,-2.282,2.684,-1.165,1.287,-1.625,-0.123,2.391,2.697,1.199,1.927,-1.219
-2.723,-1.447,-1.221,-1.3,1.282,-0.896,-0.738,1.995,2.9,-0.796,2.555,-0.733
1.992,-2.001,-1.108,-2.268,-1.417,-1.971,2.206,-2.513,2.614,-0.701,-3.121,2.345
-1.493,-1.446,-1.156,-1.507,-2.321,0.789,-0.36,2.283,2.49,-0.787,2.63,2.415
-1.677,-1.985,-1.095,-1.38,-2.009,1.429,-0.187,3.118,2.443,2.492,2.246,2.419
-2.354,-0.794,-1.288,-1.134,-1.662,-1.349,-0.51,2.245,2.734,0.411,2.56,2.942
-1.325,-1.3,-1.398,-1.796,-1.498,-1.463,0.39,2.564,2.34,2.481,2.026,1.93
-1.258,-1.427,-1.113,-1.684,-2.422,-1.362,-0.136,2.359,2.091,2.734,2.661,2.221
-1.322,-2.225,-1.248,-0.884,-2.034,-2.021,-0.6,2.309,2.628,2.272,2.411,2.753
-1.161,-1.158,-0.995,-1.103,-0.793,-1.338,0.528,2.2,2.481,2.274,2.351,2.729
-1.206,-1.264,-1.721,-1.152,-1.268,1.214,-3.094,-0.423,2.623,2.495,2.638,1.665
-1.798,-2.674,-2.354,-1.981,-1.373,1.151,2.881,0.234,2.711,2.55,2.625,1.424
-1.155,-1.195,-1.17,-1.66,-2.694,1.098,0.206,2.492,2.081,1.841,2.783,2.664
-1.864,-1.723,-1.416,0.931,-1.225,1.09,-0.993,2.993,2.201,2.651,-2.329,2.559
-2.27,-1.594,-1.635,-1.314,-1.135,1.125,-0.153,2.517,2.275,2.658,2.325,2.679
-2.627,-1.274,-1.161,-1.149,-1.292,-1.241,0.013,2.813,2.803,2.367,2.392,-0.428
-1.862,-1.055,-1.31,-1.108,-1.284,-1.178,3.059,2.707,2.048,1.415,2.676,-0.732
-1.352,-1.225,-1.19,-1.293,-1.403,1.782,-1.025,2.676,2.518,2.248,2.602,0.617
-2.662,-0.832,-1.522,-1.065,-1.523,-1.496,-0.42,2.617,2.149,1.306,2.372,-0.7
-2.092,-2.116,-1.643,-1.292,-1.766,-1.174,2.06,1.918,2.746,2.799,2.477,2.492
-1.495,0.025,-1.272,-1.406,-1.372,-1.529,-0.847,-0.871,-2.67,2.387,2.259,2.579
-1.128,-2.273,-1.629,-1.211,-1.806,-0.862,-2.781,2.465,2.881,2.424,2.509,2.744
0.747,-1.526,-1.368,-2.555,-0.839,-2.514,-0.513,1.862,1.804,2.88,2.555,2.176
-2.028,1.976,-2.354,-2.02,-1.216,2.083,2.312,-0.088,2.504,2.675,2.258,0.475
0.373,-1.243,-1.332,-1.147,-1.157,0.691,2.866,-3.134,2.605,2.921,2.513,-1.107
-2.037,-1.888,-0.96,-1.293,-1.032,-2.678,-0.598,3.042,-2.494,2.158,2.657,2.015
-1.581,-2.095,-2.179,1.632,-2.578,-1.104,-0.153,2.81,2.767,2.755,-0.008,-0.444
-1.805,0.907,-1.2,-2.04,-1.521,-2.473,2.5,2.576,-1.2,2.922,2.555,2.565
-1.147,-1.124,-1.242,-1.374,1.09,-1.494,-0.062,0.929,0.28,1.993,0.425,3.031
-0.913,-0.938,-1.097,-1.332,-1.39,-1.185,-0.654,0.006,-0.669,-0.58,1.918,2.126
1.119,-1.259,-0.883,-2.232,-0.856,-1.399,2.091,-0.816,-0.214,-0.55,2.777,2.246
0.859,-1.225,-0.954,-0.954,2.947,-1.236,-0.875,-0.141,-0.665,-0.427,-0.581,-0.439
1.154,-1.161,-1.044,-1.359,-1.264,-1.613,-0.213,-0.547,-0.536,-0.594,-0.314,2.557
-1.522,2.585,0.55,-1.444,-1.27,-1.488,-0.441,-0.01,-2.501,-0.541,-0.688,0.797
-1.564,-0.697,-1.132,-1.25,1.605,-1.428,-0.561,1.047,-0.617,-0.845,-1.086,-1.741
1.182,2.28,-2.065,0.044,-1.242,-1.551,-0.511,-0.728,1.17,1.467,1.239,2.813
1.001,-1.023,-1.046,2.942,0.252,-1.937,-0.734,-0.866,-0.76,1.064,-2.561,1.953
1.192,-1.319,-1.301,-1.045,-1.245,-1.071,-0.879,-0.171,-0.061,-0.673,0.39,2.91
1.16,-1.044,-0.959,-1.099,-1.277,-2.697,-0.14,-0.648,-0.611,-0.578,2.45,0.701
1.005,-0.943,-1,-1.042,-2.496,-1.075,-0.021,-0.538,-0.689,-0.649,2.618,2.778
1.034,-1.21,-1.185,-1.112,-1.198,-1.227,-0.159,-1.205,-0.13,-0.61,1.117,2.468
0.963,-1.218,-1.378,-1.361,-1.202,-2.392,-0.465,-0.959,-0.107,-0.504,2.473,0.475
1.169,-1.091,-0.989,-1.421,-0.849,-2.652,-0.986,-0.699,-0.558,-0.276,2.497,2.563
1.051,-2.773,-1.175,-0.951,-1.234,-1.439,2.659,-0.85,-1.026,2.62,2.45,2.146
1.162,3.099,-1.196,-2.894,-1.273,-1.182,2.725,-0.756,-0.946,-2.942,2.623,2.486
1.057,-1.098,-1.926,-1.217,-1.079,-1.693,2.294,-1.893,-0.484,2.846,2.438,2.411
-2.268,-2.957,-2.309,-1.788,-1.007,3.11,2.294,0.593,-0.505,2.737,2.539,2.268
-1.586,-1.236,-1.351,-1.311,-1.2,-1.346,-0.233,0.463,0.012,0.972,2.519,2.45
-1.329,-2.838,-1.169,-1.192,-1.264,-2.224,-0.51,-0.688,2.777,2.264,2.407,1.532
-1.647,-1.053,-1.292,-1.171,-1.461,-1.537,-0.688,2.73,2.459,1.524,2.325,2.508
-1.463,-1.74,-1.073,-1.12,-1.564,-1.082,-0.416,2.48,1.781,2.794,2.607,2.202
-0.982,-1.238,-1.808,-0.901,-1.553,-1.91,1.832,2.468,2.167,2.352,2.462,2.495
-1.301,-0.887,1.408,-2.342,-2.388,-2.225,-0.524,1.982,2.501,-0.399,2.726,2.346
-3.051,-1.097,-1.141,-2.67,-1.827,-1.227,-0.1,-1.368,2.873,2.48,2.856,2.39
-0.439,-1.43,-1.114,3.036,-1.115,-1.513,-2.543,0.467,2.47,1.254,2.585,2.642
-1.116,-1.338,-1.048,-0.137,-1.511,-1.178,-0.09,2.322,1.414,-0.909,2.971,2.741
-2.6,-2.927,-1.371,-1.224,-1.396,-1.949,1.01,1.744,1.683,2.483,2.743,2.217
-1.273,2.439,1.627,-2.026,-1.238,-1.451,-0.41,2.871,-2.882,-0.976,2.946,1.662
0.615,-1.658,-1.214,-2.876,-1.072,-1.547,2.134,-2.466,2.827,0.571,2.66,2.679
-1.138,-2.16,-1.391,-0.736,2.094,-1.966,-0.389,2.699,2.322,0.058,2.326,1.066
-1.087,-0.872,-1.149,-2.155,1.535,1.243,2.72,2.475,2,2.603,2.812,0.01
-1.027,-1.239,-1.317,-1.301,-1.28,-1.09,2.687,2.418,1.319,2.408,2.247,2.592
-0.968,-1.372,-2.524,-1.818,-1.232,-1.491,-0.396,2.45,2.154,2.527,-3.06,1.502
-1.091,-1.02,-1.126,-1.656,1.272,-2.64,0.387,2.878,2.048,1.722,0.837,-2.782
-1.233,-1.203,-1.404,-1.503,2.231,2.739,0.163,1.868,2.5,-0.606,0.975,0.396
-1.289,-1.323,-1.519,-2.257,-1.289,2.859,2.704,2.467,2.574,2.3,2.836,1.968
-1.392,-0.99,-1.739,-0.936,-1.478,-1.625,-0.521,2.171,1.572,2.552,2.74,2.636
-0.971,-1.186,-1.065,-1.144,-1.694,-0.958,-0.166,1.93,2.18,2.748,1.641,1.873
-1.252,-1.897,-1.235,-1.237,-0.909,0.344,-0.236,2.605,2.158,2.495,2.28,0.351
-1.989,0.025,-1.443,-1.505,-1.348,2.165,2.656,-0.831,-2.682,2.257,2.401,1.708
-2.504,-1.063,-1.726,-1.427,-1.539,-2.463,2.662,2.566,2.26,2.779,2.668,2.763
-1.274,-1.36,-1.112,-1.758,-1.153,-2.154,2.5,2.626,2.692,2.574,1.766,2.343
2.066,-1.488,1.477,-1.2,1.839,1.016,3.042,-1.16,2.797,-0.742,3.115,-2.765
-1.111,-1.975,0.751,-1.444,1.677,-1.129,2.987,2.542,1.569,-0.496,2.64,-0.984
-1.331,-0.749,1.04,-1.192,-1.38,-1.216,2.711,-3.049,2.145,-0.451,0.576,2.086
-0.886,-0.977,1.408,-1.364,-1.654,-2.142,0.249,2.11,2.345,-0.809,-0.65,1.939
-2.184,-1.003,1.107,-1.246,-1.162,-1.029,-0.431,2.432,1.989,-0.177,-1.148,2.839
-2.08,-0.889,1.113,-1.054,-2.312,-2.137,-0.507,1.758,1.79,-0.426,-0.66,2.827
-2.163,-1.007,1.198,-1.299,-1.876,-2.111,0.061,2.326,2.048,-0.506,-0.982,2.51
-2.661,-0.815,1.336,-0.853,-2.263,-2.569,-0.142,2.439,2.107,-1.052,-0.644,2.68
-1.183,-0.838,1.06,-1.503,-2.013,-1.085,-0.109,2.432,1.931,0.015,-0.795,2.5
-1.037,-0.895,1.117,-1.884,-2.228,-2.137,2.543,1.937,2.125,0.108,-0.802,2.198
-1.194,-1.05,0.828,-1.167,-2.17,-1.462,2.201,2.55,2.409,-0.621,-0.601,2.434
-2.216,-0.912,0.858,-1.663,-1.255,-1.424,-0.961,2.402,2.464,-0.101,-0.766,1.74
-1.315,-1.047,1.043,-1.312,-1.931,-2.486,2.918,2.025,2.451,-0.57,-0.678,2.945
-1.239,-1.149,1.226,-1.009,-1.661,-1.17,3.082,2.126,2.491,-0.868,-0.863,2.543
-1.142,-1.075,0.83,-1.206,-2.092,-2.128,2.611,2.272,2.501,-0.564,-0.662,2.903
-2.25,-1.088,1.049,-2.065,-1.367,-2.337,-0.727,2.367,2.529,0.044,-1.178,1.314
-1.507,-1.131,0.883,-1.045,-1.487,-2.715,-0.436,2.235,2.81,-0.882,-1.178,2.418
-2.66,-0.928,0.994,-1.17,-2.447,-1.337,-0.386,2.31,2.217,-0.615,-0.762,2.66
-1.226,-1.19,1.072,-0.932,-2.006,-1.712,-0.013,2.4,2.531,-0.927,-0.597,2.196
-2.078,-0.91,1.096,-1.483,-1.563,-1.892,-0.556,2.285,2.463,-0.496,-0.872,1.6
-1.278,-1.006,0.981,-1.484,-1.396,-1.927,0.207,2.355,2.328,-0.383,-0.599,2.571
-1.179,-1.106,1.269,-1.264,-1.768,-1.346,-2.879,2.247,2.442,-0.523,-1.243,2.628
-0.91,-1.106,1.229,-1.058,-1.511,-2.131,2.163,1.709,2.604,-1.694,-1.082,2.522
-1.696,-0.689,1.214,-1.086,-1.206,-0.989,-0.797,2.052,2.488,-0.807,-1.011,-0.523
-2.083,-3.056,1.231,2.066,-2.276,3.041,-0.477,-1.652,2.314,2.088,-0.682,2.963
-1.336,-1.064,1.249,-1.261,-1.057,-1.072,1.425,2.342,2.275,-0.387,-0.839,2.338
-1.844,-1.061,1.188,-0.855,-2.447,-1.282,2.698,2.306,2.406,-0.942,-0.422,2.764
-1.961,-1.211,1.224,-1.76,-2.043,-1.254,1.803,2.74,2.354,-0.748,0.141,1.492
-1.117,-1.049,0.963,-1.093,-1.713,3.062,2.005,2.451,2.42,-0.582,-0.928,2.592
-1.486,-0.953,1.308,-1.185,-1.702,-1.363,-0.608,1.098,2.655,-0.699,-0.596,-0.314
-1.747,-1.143,1.104,1.134,1.731,-1.397,-0.682,-0.086,2.484,-0.571,0.012,2.809
-0.951,-1.431,1.304,-1.134,-1.011,-2.191,-0.543,-0.875,1.704,-0.479,-0.611,2.288
-1.723,-0.969,1.103,-1.371,-2.163,-1.201,-1.234,-0.495,2.282,-0.459,-0.781,2.005
-1.957,-0.904,1.108,-1.334,-1.356,-2.448,3.005,-1.203,2.487,-0.906,-0.661,2.11
-1.695,-1.194,1.115,-1.314,-1.602,-2.869,2.688,-0.351,1.938,-0.048,-0.768,2.012
-1.147,-1.022,1.107,-1.29,-2.031,1.059,2.349,-0.521,2.412,-0.71,-0.794,2.064
-2.371,-0.939,1.286,-1.13,-2.046,0.71,-0.574,-0.494,1.92,-0.491,-0.849,2.426
-1.398,-1.189,1.131,-1.2,-2.116,1.004,0.119,0.436,1.964,-0.213,-0.585,2.878
-1.163,-0.931,0.873,-1.325,-1.111,1.213,0.326,-0.149,2.561,-0.816,-0.472,2.328
-1.111,-1.4,1.038,-1.373,-1.947,1.466,-0.277,-0.622,2.232,-0.545,-1.097,1.501
-0.998,-1.356,1.263,-1.779,-0.993,-2.495,-1.985,-1.071,1.837,-0.4,-0.226,2.451
-0.932,-1.14,-0.281,-1.273,-1.105,-1.109,-0.042,-0.826,2.225,3.116,-0.777,2.313
-2.34,-1.986,0.931,2.807,1.073,-1.797,0.284,-0.39,2.126,1.557,-2.764,2.6
-1.789,-0.929,1.089,-0.799,-1.347,-1.042,-1.03,-0.828,2.212,-0.907,-0.615,-0.405
-1.007,-0.787,-1.552,-0.995,-2.281,-2.28,2.906,2.376,-2.019,0.503,-1.129,2.311
2.684,-0.501,-1.345,-1.57,2.245,2.801,2.054,-2.397,2.327,2.649,1.92,-2.216
-1.25,-0.932,1.198,-0.931,-2.971,-1.797,-2.91,2.377,1.93,-0.767,-0.573,0.677
-2.104,-1.117,2.463,1.936,0.797,-2.501,1.873,2.499,0.153,-0.861,2.866,0.718
-1.636,-1.302,2.274,-1.129,2.733,0.439,-0.813,2.955,0.429,-0.544,1.841,-1.084
-2.44,1.586,-1.819,-1.015,2.422,-2.023,-0.631,2.55,-2.251,1.544,-0.422,-1.962
-1.697,-1.156,1.005,-0.853,-2.035,-2.312,-0.531,2.455,2.23,-0.71,-0.602,2.293
-2.905,-0.977,1.057,-1.357,-2.59,-1.066,-0.605,2.296,2.614,-0.718,-0.133,2.68
-1.106,-1.293,1.306,-1.253,-1.907,-2.12,2.549,2.414,2.54,-0.809,-0.416,2.526
-1.615,-0.9,1.259,-1.138,-1.791,-1.737,-0.064,2.285,2.291,-0.932,-0.804,-0.406
-1.339,-0.985,-1.734,0.104,-1.915,-1.944,2.291,1.589,2.282,3.065,-0.878,-0.838
2.001,-1.163,1.085,-0.799,-1.391,-1.207,2.088,-2.368,2.35,-0.655,-0.9,-0.196
-0.378,-0.883,1.31,-1.434,-1.864,-2.088,1.298,1.917,2.306,-0.599,-0.706,0.828
-1.865,1.216,1.127,-0.88,-2.36,-3.002,2.815,2.597,-0.786,-0.637,-0.724,-0.032
-1.467,-0.578,1.089,0.051,2.628,-2.854,2.111,1.504,2.514,-0.362,-1.256,1.044
-1.398,2.428,1.097,-1.064,-1.969,-2.369,-0.868,2.342,-2.396,-1.181,-0.545,-0.758
-1.495,-1.193,-0.151,0.021,-1.653,-1.977,-1.754,2.759,2.505,1.958,1.279,-1.072
2.1,-0.988,1.179,2.878,-2.742,-2.49,0.579,-0.707,2.108,-0.844,-1.084,-0.549
1.675,1.512,1.235,1.341,-1.813,1.347,-2.501,0.45,0.072,-0.79,1.745,-0.931
-1.556,-1.191,1.335,-1.28,-1.485,-1.883,3.093,2.138,2.774,-1.113,-1.174,-0.556
0.008,-0.745,1.082,-3.131,-1.947,-2.164,0.001,-1.782,2.311,0.792,-1.201,-0.315
-0.995,-1.33,-1.871,0.934,0.759,-1.939,2.032,2.576,2.408,1.929,-0.743,-0.908
-0.85,-0.979,1.068,2.51,-2.119,-1.468,2.349,2.217,2.182,-0.459,1.333,-0.844
-1.111,-1.031,-0.936,-1.019,-1.302,-2.381,2.337,2.103,2.194,2.572,-1.109,-0.951
-2.513,-1.177,-0.499,-1.445,-1.805,-1.689,2.442,2.603,-1.946,-0.435,-0.327,-0.928
-1.801,-0.86,1.173,-1.191,-1.294,-1.918,1.95,2.313,2.236,-0.736,-0.518,0.01
-0.938,-1.257,1.295,-1.437,-2.251,-1.471,-0.482,2.493,2.402,-0.672,-0.513,-1.235
0.643,-1.251,1.455,1.232,-2.515,2.603,2.899,2.709,1.905,-0.394,2.559,-0.406
-1.245,2.905,0.913,-1.013,-2.432,2.24,1.094,2.66,-2.343,-0.988,-0.335,-0.724
-1.693,-1.085,0.881,-1.125,-2.134,-2.684,0.331,2.763,2.18,-0.597,-0.572,0.594
-1.226,-0.742,0.98,-1.276,-2,-1.815,2.45,2.076,2.444,-0.55,-0.858,2.842
